"COMPANY NAME","ROC NO","URL","CLUSTER","ID","MARCH","YEAR"
"Envo BPO Services Sdn Bhd","846737-D","envobpo.com","Global Business Services","CS/3/6473","Active","2016"
"Eontarr IT Solutions Sdn Bhd","365987-M","eonmetall.com","InfoTech","CS/3/373","Active","1999"
"Epeteknik Sdn Bhd","474206-P","epeteknik.com","InfoTech","CS/3/1087","Active","2002"
"ePetrol Silverswitch Sdn Bhd","777280-H","NULL","Global Business Services","CS/3/5057","Active","2008"
"Epic Malaysia Sdn Bhd","858214-M","epicmalaysia.com","InfoTech","CS/3/6168","Active","2010"
"EPIUSE Malaysia Sdn Bhd","924564-A","NULL","Global Business Services","CS/3/7535","Active","2012"
"Epnox Technologies Sdn Bhd","1187104-P","epnox.com","InfoTech","CS/3/10562","Active","2018"
"Epsilon R&D Sdn Bhd","909291-M","NULL","InfoTech","CS/3/6907","Active","2010"
"ePulze Sdn Bhd","820989-U","NULL","InfoTech","CS/3/5506","Active","2008"
"eQuad Technologies Sdn Bhd","546637-H","equadtech.com","InfoTech","CS/3/5206","Active","2008"
"ERPStar Inc. Sdn Bhd","813518-T","NULL","InfoTech","CS/3/5513","Active","2008"
"ES & S MSC Sdn Bhd","833712-U","NULL","InfoTech","CS/3/5428","Active","2008"
"Esker Document Automation (M) Sdn Bhd","881046-K","NULL","InfoTech","CS/3/6937","Active","2011"
"ESL Malaysia","897861-W","NULL","Global Business Services","CS/3/6760","Active","2010"
"Esolved MSC Sdn Bhd","704217-T","esolved.com","InfoTech","CS/3/1024","Active","2005"
"Esteem Innovation (Asia) Sdn Bhd","974803-A","NULL","InfoTech","CS/3/7466","Active","2012"
"Estimating International Sdn Bhd","764970-X","NULL","Global Business Services","CS/3/4288","Active","2007"
"eStream MSC Sdn Bhd","825433-U","NULL","InfoTech","CS/3/5380","Active","2008"
"eSync Software Services Sdn Bhd","1158750-D","esync.com.my","Global Business Services","CS/3/9593","Active","2017"
"Eternal Meteor Sdn Bhd","1026031-T","goget.my","InfoTech","CS/3/9467","Active","2016"
"Ethics 360 Sdn Bhd","976644-U","ethixbase.com/","InfoTech","CS/3/7564","Active","2012"
"Etika Info Sdn Bhd","1104385-H","NULL","Global Business Services","CS/3/9055","Active","2015"
"Euronet Services Malaysia Sdn Bhd","1047436-V","NULL","Global Business Services","CS/3/9744","Active","2016"
"Eusoft Sdn Bhd","875284-A","NULL","InfoTech","CS/3/6470","Active","2010"
"Eutech Cybernetics (M) Sdn Bhd","419694-T","ecyber.com/","InfoTech","CS/3/120","Active","1998"
"Evangeline Verto Sdn Bhd","1010668-T","NULL","InfoTech","CS/3/7932","Active","2013"
"Evault Technologies Sdn Bhd","762974-T","evault.com.my","InfoTech","CS/3/8459","Active","2016"
"EVD Engineering Sdn Bhd","838328-V","evd.com.my","InfoTech","MSC/S/00085","Active","2021"
"Eventda Sdn Bhd","1191461-P","eventda.com","InfoTech","CS/3/7628","Active","2016"
"Everdream Sdn Bhd","1075961-W","NULL","Creative Content & Technologies","CS/3/8611","Active","2014"
"Everest Web (MSC) Sdn Bhd","798967-M","NULL","InfoTech","CS/3/4956","Active","2008"
"Everise Technology Sdn Bhd","627188-K","e-soft.com.my","InfoTech","CS/3/1577","Active","2004"
"Evernex IT Services Malaysia Sdn Bhd","1138867-V","evernex.com","Global Business Services","CS/3/9413","Active","2016"
"Everworks Mobile (MSC) Sdn Bhd","852234-P","NULL","InfoTech","CS/3/5786","Active","2009"
"Evo Business Consulting Sdn Bhd","1202172-T","NULL","Global Business Services","CS/3/10052","Active","2016"
"Evo Pictures Sdn Bhd","683506-V","evopictures.com","Creative Content & Technologies","CS/3/3597","Active","2010"
"EVO Tracker Sdn Bhd","1104681-X","myevotracker.com/","InfoTech","CS/3/9069","Active","2015"
"Evolusys Technologies (Malaysia) Sdn Bhd","583890-U","evolusystech.com","InfoTech","CS/3/3002","Active","2007"
"Evolving Solutions (M) Sdn Bhd","881923-U","NULL","InfoTech","CS/3/7326","Active","2011"
"Evonik Malaysia Sdn Bhd","972173-U","evonik.com","Global Business Services","CS/3/9383","Active","2015"
"Exabytes Cloud Sdn Bhd","956219-A","NULL","Global Business Services","CS/3/7427","Active","2013"
"Exabytes Network Sdn Bhd","576092-T","EXABYTES.COM&EXABYTES.COM.MY","InfoTech","CS/3/2934","Active","2005"
"Exact Asia Development Centre Sdn Bhd","526565-H","exactsoftware.com","Global Business Services","CS/3/1631","Active","2003"
"Exactnet Sdn Bhd","1106506-P","N/A","InfoTech","MSC/S/00020","Active","2020"
"Excard Corporation Sdn Bhd","672072-A","excard.com.my","InfoTech","CS/3/3809","Active","2006"
"Excel Force MSC Bhd","570777-X","NULL","InfoTech","CS/3/872","Active","2001"
"Excelbit Sdn Bhd","1146465-U","NULL","InfoTech","CS/3/8763","Active","2015"
"Excelity Hcm Solutions Sdn Bhd","1226833-K","excelityglobal.com","Global Business Services","CS/3/10782","Active","2017"
"Eximius Design (M) Sdn Bhd","1211611-D","eximiusdesign.com","Global Business Services","CS/3/10470","Active","2017"
"Exitra Sdn Bhd","617386-W","NULL","Global Business Services","CS/3/5609","Active","2009"
"Experian (Malaysia) Sdn Bhd","319975-D","experian.com","InfoTech","CS/3/3154","Active","2006"
"Experian Marketing Services (Malaysia) Sdn Bhd","973367-W","experian.com","Global Business Services","CS/3/6873","Active","2012"
"Experior Technology Sdn Bhd","1110451-W","NULL","Global Business Services","CS/3/9166","Active","2016"
"Expert Software Asia Sdn Bhd","766805-U","x5.ro","InfoTech","CS/3/4272","Active","2007"
"Explosoft International Sdn Bhd","618452-M","explosoft.cc","InfoTech","CS/3/3984","Active","2007"
"Expora Database Consulting Services Sdn Bhd","1202510-P","edcs.com.my","InfoTech","CS/3/10629","Active","2017"
"ExxonMobil Business Support Centre Malaysia Sdn Bhd","646019-D","exxonmobil.com","Global Business Services","CS/3/2455","Active","2004"
"EY Identity Asia Sdn Bhd (fka Xynapse Asia Sdn Bhd)","831216-U","NULL","InfoTech","CS/3/5688","Active","2009"
"Eyebelieve Sdn Bhd","791175-P","eyebelieve.tv","Creative Content & Technologies","CS/3/6844","Active","2012"
"Ezcab Sdn Bhd","197870-T","NULL","InfoTech","CS/3/10622","Active","2017"
"F-Secure Corporation Sdn Bhd","719452-U","f-secure.com","Global Business Services","CS/3/3526","Active","2006"
"F1 in Schools Sdn Bhd","686660-X","NULL","InfoTech","CS/3/4711","Active","2007"
"Fair Isaac Malaysia Sdn Bhd","726264-H","ezmcom.com","InfoTech","CS/3/3641","Active","2006"
"FALCON Agency Sdn Bhd","1114979-T","falcon-agency.com","InfoTech","CS/3/9005","Active","2015"
"Fame Platform Sdn Bhd","916261-T","fame.com.my","InfoTech","CS/3/6635","Active","2010"
"FARADISSE HIGH SDN BHD","797485-K","fhsb.com.my","Global Business Services","CS/3/8923","Active","2015"
"Farm to Fork Sdn Bhd","1152259-X","dahmakan.com","InfoTech","CS/3/10244","Active","2016"
"Fass Payment Solutions Sdn Bhd","1017261-P","fasspay.com","InfoTech","CS/3/8405","Active","2016"
"Fast Track Solution Sdn Bhd","458080-K","fasttrack-solution.com","InfoTech","CS/3/1962","Active","2003"
"Fave Asia Sdn Bhd","1047015-U","kfit.com","InfoTech","CS/3/9203","Active","2015"
"Fave Asia Technologies Sdn Bhd (fka Groupon Sdn Bhd)","928899-V","groupon.com.my","InfoTech","CS/3/7480","Active","2012"
"Favor Tech Sdn Bhd","1146880-H","NULL","InfoTech","CS/3/9982","Active","2017"
"FaxCore (Asia) Sdn Bhd","642889-D","faxcore.com.my","InfoTech","CS/3/3016","Active","2013"
"Fbm Technologies Sdn Bhd","969323-U","NULL","Global Business Services","CS/3/9561","Active","2016"
"FCA Services Support Malaysia Sdn.Bhd.","1219229-T","NULL","Global Business Services","CS/3/10604","Active","2017"
"Fdl Technology Sdn Bhd","1064610-U","NULL","InfoTech","CS/3/8480","Active","2014"
"Feiran Solutions Sdn Bhd","753272-T","feiran.com.my","InfoTech","CS/3/7098","Active","2012"
"Felda Prodata System Sdn Bhd","353944-K","feldaprodata.com.my","Global Business Services","CS/3/4331","Active","2013"
"Feseur Sdn Bhd","931227-H","feseur.com","InfoTech","CS/3/9548","Active","2016"
"Filebarista Sdn Bhd","1148386-T","beans.com.my","InfoTech","CS/3/9962","Active","2017"
"Film Stage International Sdn Bhd","1072599-H","NULL","Creative Content & Technologies","CS/3/8427","Active","2014"
"Finexus International Sdn Bhd","843494-U","eprotea-finexus.com","Global Business Services","CS/3/5875","Active","2010"
"FINEXUS Sdn Bhd","515271-A","NULL","InfoTech","CS/3/536","Active","2001"
"Finology Sdn Bhd","919215-U","loanstreet.com.my","InfoTech","CS/3/8210","Active","2013"
"Finterra Technologies Sdn Bhd","1108782-K","finterra.org","InfoTech","CS/3/9048","Active","2016"
"Fireworks Solutions Sdn Bhd","507007-D","fireworks.digital","InfoTech","CS/3/3346","Active","2008"
"Firmus Sdn Bhd","802452-M","firmussec.com","Global Business Services","CS/3/10378","Active","2017"
"First City University College","193236-T","kbu.edu.my","IHLs & Incubators","KWD-4/24","Active","2000"
"First Online (M) Sdn Bhd","746947-P","firstonline.com.my","InfoTech","CS/3/4412","Active","2007"
"Firstlink Sdn Bhd","674448-V","NULL","InfoTech","CS/3/5335","Active","2008"
"Fishermen Analytics Sdn Bhd","913931-W","NULL","Global Business Services","CS/3/8972","Active","2015"
"Fishermen Integrated Sdn Bhd","1007353-W","NULL","Creative Content & Technologies","CS/3/8971","Active","2015"
"Fitsync International Sdn Bhd","578738-V","fitsync.com","InfoTech","CS/3/1115","Active","2002"
"Flaming Pear Sdn Bhd","183849-P","flamingpear.com.my","Creative Content & Technologies","CS/3/202","Active","1999"
"Flexiroam Sdn Bhd","670869-A","flexiroam.com","InfoTech","CS/3/8430","Active","2014"
"FLTZ Logic Sdn Bhd","829536-P","fltzlogic.com","InfoTech","CS/3/6227","Active","2010"
"Flxr Holdings Sdn Bhd","1081779-D","NULL","Creative Content & Technologies","CS/3/9943","Active","2016"
"Flystudio Sdn Bhd","700254-U","flystudio.com.my","Creative Content & Technologies","CS/3/7476","Active","2012"
"Focus On Business Sdn Bhd","724812-W","focusbusiness.com.my","InfoTech","CS/3/3331","Active","2009"
"Focus Software Sdn Bhd","608261-P","focussoftnet.com","InfoTech","CS/3/5502","Active","2009"
"FoodReg Malaysia Sdn Bhd","715896-X","foodreg.com","InfoTech","CS/3/3163","Active","2005"
"Forefront International Sdn Bhd","1163481-A","forefront.international","InfoTech","CS/3/9038","Active","2017"
"Forest Interactive Sdn Bhd","578874-M","forest-interactive.com","Creative Content & Technologies","CS/3/4625","Active","2007"
"Formis Research & Development Sdn Bhd","1031746-T","omesti.com/","InfoTech","CS/3/8062","Active","2017"
"Forthi Software Sdn Bhd","118330-U","NULL","Global Business Services","CS/3/10542","Active","2017"
"Forthwave Sdn Bhd","626903-V","forthwave.info","InfoTech","CS/3/2577","Active","2005"
"Fortress Code Sdn Bhd","1173357-U","fortresscode.com.my","InfoTech","CS/3/10036","Active","2016"
"Fortuna Technologies (Malaysia) Sdn Bhd","596291-M","fortuna.com","InfoTech","CS/3/1580","Active","2003"
"Forum Digital Sdn Bhd","505561-K","NULL","InfoTech","CS/3/722","Active","2001"
"Four D Studio Sdn Bhd","1049844-X","NULL","Global Business Services","CS/3/9763","Active","2016"
"FPT Software Malaysia Sdn Bhd","812205-M","fpt-soft.com","InfoTech","CS/3/5571","Active","2008"
"FrameMotion Studio Sdn Bhd","807717-H","framemotionstudio.com/","Creative Content & Technologies","CS/3/5355","Active","2010"
"Freight Management MSC Sdn Bhd","798387-T","NULL","InfoTech","CS/3/4976","Active","2008"
"Frenclub Mobile MSC Sdn Bhd","890789-H","frenclubmsc.com","InfoTech","CS/3/5328","Active","2010"
"FrieslandCampina Service Centre Asia Pacific Sdn Bhd","660326-A","NULL","Global Business Services","CS/3/2377","Active","2005"
"Fristor Technologies Sdn Bhd","649377-H","NULL","InfoTech","CS/3/2607","Active","2005"
"Frogtale Studio Sdn Bhd","888756-K","NULL","Creative Content & Technologies","CS/3/6623","Active","2010"
"Frontier Bits Sdn Bhd","1205217-T","NULL","InfoTech","CS/3/10506","Active","2017"
"Frost & Sullivan GIC Malaysia Sdn Bhd","768648-K","frost.com","Global Business Services","CS/3/4185","Active","2007"
"Fruni Print Sdn Bhd","1152261-T","fruniprint.com","InfoTech","CS/3/10482","Active","2018"
"FSBM Ctech Sdn Bhd","427095-M","fsbm.com.my","InfoTech","CS/3/46","Active","1997"
"FSBM i-Center Sdn Bhd","537897-D","NULL","Creative Content & Technologies","CS/3/1883","Active","2003"
"FSN Asia (M) Sdn Bhd","623175-V","NULL","InfoTech","CS/3/4705","Active","2007"
"FTEG Technology Sdn Bhd","875358-K","NULL","InfoTech","CS/3/6590","Active","2010"
"FTMS College","174563-U","ftms.edu.my","IHLs & Incubators","KWD-4/159","Active","2015"
"FUJIFILM Business Innovation Malaysia Sdn Bhd","678392-M","fujifilm.com","Global Business Services","CS/3/7420","Active","2011"
"Fujitsu (Malaysia) Sdn Bhd","420052-H","my.fujitsu.com","Global Business Services","CS/3/31","Active","1997"
"Fujitsu Systems Global Solutions Sdn Bhd","703235-U","fbic.com.my","Global Business Services","CS/3/2015","Active","2015"
"Full Image Sdn Bhd","890834-V","fullimage.com.my","InfoTech","CS/3/6943","Active","2010"
"Funcel Sdn Bhd","577421-H","funcel.com","Creative Content & Technologies","CS/3/4769","Active","2007"
"Funfiek Technology Sdn Bhd","667838-V","funfiek.com","InfoTech","CS/3/3614","Active","2006"
"Fusionex Corp Sdn Bhd","743789-H","fusionex-international.com","InfoTech","CS/3/3437","Active","2006"
"Fusionex Innovations Sdn Bhd","1166234-D","NULL","Global Business Services","CS/3/9785","Active","2016"
"FWD Technology and Innovation Malaysia Sdn Bhd","1174808-H","fwd.com","Global Business Services","MSC/S/00047","Active","2021"
"FWU Malaysia Sdn Bhd","763960-P","fwugroup.com","InfoTech","CS/3/3819","Active","2007"
"G-Asiapacific Sdn Bhd","836845-H","g-asiapac.com","InfoTech","CS/3/6057","Active","2011"
"Galasys Solutions (MSC) Sdn Bhd","869033-A","galasystec.com","Global Business Services","CS/3/6108","Active","2009"
"GamBunny Development Sdn Bhd","969519-A","NULL","Creative Content & Technologies","CS/3/6217","Active","2012"
"Gamer2Gamer Sdn Bhd","1051802-M","g2g.com/","Creative Content & Technologies","CS/3/8617","Active","2014"
"Gameview Sdn Bhd","986193-M","gameview.asia","Creative Content & Technologies","CS/3/7885","Active","2013"
"Gamlite IT (M) Sdn Bhd","718525-W","NULL","InfoTech","CS/3/8113","Active","2013"
"Gamonster Sdn Bhd","758273-P","myrosso.com","Creative Content & Technologies","CS/3/4727","Active","2008"
"Garage Analytics Sdn Bhd","1180949-X","NULL","Global Business Services","CS/3/10268","Active","2016"
"Garena Malaysia Sdn Bhd","910441-P","NULL","InfoTech","CS/3/7215","Active","2011"
"Gates It Solution Sdn Bhd","864792-T","gates.my","InfoTech","CS/3/7588","Active","2013"
"Gateway Option Sdn Bhd","604377-W","gobroadband.net","InfoTech","CS/3/5068","Active","2008"
"GCode International Sdn Bhd","926199-P","NULL","InfoTech","CS/3/7753","Active","2012"
"Genpact Malaysia Sdn Bhd","515495-A","genpact.com","Global Business Services","CS/3/10000","Active","2016"
"Genting Information Knowledge Enterprise Sdn Bhd","480333-H","genting.com.my","InfoTech","CS/3/365","Active","1999"
"Geo Sense Sdn Bhd","774700-D","geosense.info","InfoTech","CS/3/5164","Active","2008"
"Geodelta Systems Sdn Bhd","725930-W","geodelta-systems.my","Global Business Services","CS/3/9949","Active","2016"
"Geoid Hitech Industries Sdn Bhd","646539-P","geoid.biz","InfoTech","CS/3/4761","Active","2007"
"Geointelligence Sdn Bhd","656155-W","NULL","InfoTech","CS/3/7396","Active","2011"
"Germani Organization Sdn Bhd","1030692-H","youtube.com/user/GermaniProductions","Creative Content & Technologies","CS/3/8462","Active","2015"
"Get Hyred Sdn Bhd","1236647-W","NULL","InfoTech","CS/3/10863","Active","2018"
"GetCover Sdn Bhd","758337-P","getcover.asia","InfoTech","ST/3/8","Active","2016"
"Getright Malaysia Sdn Bhd","1131003-P","getright.com.my/","Global Business Services","CS/3/10791","Active","2018"
"Getro Software Sdn Bhd","1361163-W","getrosoft.com","InfoTech","MSC/S/00079","Active","2021"
"Getronics Technology Sdn Bhd","665516-T","NULL","Global Business Services","CS/3/2420","Active","2004"
"GHL ePayments Sdn Bhd","1040427-M","e-ghl.com","InfoTech","CS/3/10755","Active","2018"
"GHL Global Sdn Bhd","828672-U","NULL","InfoTech","CS/3/5699","Active","2008"
"GHL Systems Bhd","293040-D","NULL","InfoTech","CS/3/194","Active","1998"
"GigaGigs Sdn Bhd","1186203-X","gigagigs.com","InfoTech","CS/3/10223","Active","2017"
"Giggle Garage Sdn Bhd","921840-U","gigglegarage.com","Creative Content & Technologies","CS/3/7381","Active","2011"
"Gini Technologies Sdn Bhd","1238921-U","vrgini.com/","InfoTech","ST/3/45","Active","2018"
"Givaudan Business Solutions Asia Pacific Sdn Bhd","535519-A","givaudan.com","Global Business Services","CS/3/10742","Active","2017"
"Gkash Sdn Bhd","1014333-T","gkash.com","InfoTech","CS/3/9287","Active","2017"
"Global Carpit Sdn Bhd","1216698-H","mycarpit.com","InfoTech","CS/3/10709","Active","2017"
"Global Computing Solutions Sdn Bhd","1008093-H","NULL","InfoTech","CS/3/7637","Active","2013"
"Global Enterprise International Malaysia Sdn Bhd","1054724-K","NULL","Global Business Services","CS/3/8280","Active","2013"
"Global Expert Team Sdn Bhd","1132271-X","NULL","InfoTech","CS/3/9212","Active","2015"
"Global Interactive Learning Sdn Bhd","583267-T","NULL","InfoTech","CS/3/1247","Active","2002"
"Global Lancesoft Sdn Bhd (fka Stalwart Technologies Sdn Bhd)","1218999-T","lancesoft.com","Global Business Services","CS/3/10727","Active","2017"
"Global Line Network Sdn Bhd","909753-U","NULL","InfoTech","CS/3/9158","Active","2015"
"Global Medical Alliance Sdn Bhd","427303-V","NULL","InfoTech","CS/3/4972","Active","2007"
"Global PCK Solutions Sdn Bhd","973124-T","global-pck.com","InfoTech","CS/3/7531","Active","2012"
"Global Tech Reach Sdn Bhd","1124914-T","NULL","InfoTech","CS/3/8934","Active","2015"
"Global Telematics Sdn Bhd","688742-A","g1.com.my","InfoTech","CS/3/4651","Active","2007"
"Globalsion Software Sdn Bhd","713259-K","globalsion.com","InfoTech","CS/3/3365","Active","2006"
"Globaltium Sdn Bhd","774025-T","globaltium.com","InfoTech","CS/3/5161","Active","2008"
"Globe3 Systems Sdn Bhd","893671-D","globe3.com","InfoTech","CS/3/9468","Active","2016"
"globeOSS Sdn Bhd","724593-M","globeoss.com","InfoTech","CS/3/3563","Active","2007"
"Globetronics Medical Technology Sdn Bhd","460300-W","NULL","InfoTech","CS/3/125","Active","1998"
"Gloco Malaysia Sdn Bhd","869397-U","NULL","InfoTech","CS/3/5995","Active","2009"
"Glotad Solutions Sdn Bhd","796870-W","glotadsolutions.com.my","InfoTech","CS/3/10086","Active","2017"
"Glow Production Sdn Bhd","949648-X","glow-production.com","Creative Content & Technologies","CS/3/8299","Active","2014"
"GLUE Studios Sdn Bhd","891561-K","gluestudios.my","Creative Content & Technologies","CS/3/6804","Active","2016"
"Go Game Malaysia Sdn Bhd","1014205-X","NULL","Creative Content & Technologies","CS/3/9654","Active","2016"
"Gocloud Technologies (M) Sdn Bhd","1159598-W","aoikumo.com","InfoTech","CS/3/9644","Active","2016"
"Gomax Communication Sdn Bhd","1034253-A","NULL","InfoTech","CS/3/8868","Active","2015"
"Good People Digital Sdn Bhd","1082903-A","NULL","InfoTech","CS/3/8696","Active","2014"
"Good Works Technology Sdn Bhd","900920-T","goodinstitute.my","InfoTech","CS/3/8000","Active","2014"
"Goodcore Software Sdn Bhd","863763-V","NULL","Global Business Services","CS/3/6205","Active","2009"
"Gooding Leet Sdn Bhd","1165453-U","NULL","Global Business Services","CS/3/10672","Active","2017"
